School Name,Address,Mobile Numbers,Phone Numbers
,,(0651) 6550180,(0326) 2203259
,,9560499816,(0326) 2204959
,,7903146060,(0651) 6452405
,,9693225111,(0651) 2440707
,,9431360617,(0326) 285449
,,7991131880,(0657) 2291458
,,8603337773,(06582) 255321
,,8826878566,(0657) 2370704
,,7979022506,(0657) 2421413
,,7779872222,(0651) 2532659
,,7004741758,(0326) 2230713
,,9427609900,(06532) 221271
,,(0657) 2954371,(0657) 2268511
,,8271499191,(0657) 2315572
,,(0657) 222000,(0651) 2208260
,,9934977750,(06432) 270263
,,9348053307,(06542) 234098
,,9937161222,(0651) 2265465
,,9234104478,(0657) 2362864
,,9431927807,(0326) 2473002
,,7761988324,(0657) 2298023
,,9955527515,(0657) 2286811
,,8987588000,(0657) 2286811
,,9504901101,(0657) 2286912
,,(0651) 6452109,(06542) 2268589
,,9334057247,(06542) 265655
,,(0651) 2460908,(0657) 2650400
,,(0651) 6453409,(0651) 2331784
,,9431738215,(0651) 2330996
,,(0657) 6419369,(06553) 222091
,,9470152821,(0651) 2331784
,,9386698401,(0651) 2252284
,,8986808986,(0657) 2292723
,,(0651) 2243026,(06582) 255320
,,9546273705,(0657) 2745060
,,9386698402,(0657) 2443264
,,(0651) 2273020,(0657) 2286677
,,9204796508,(0657) 2284061
,,9431100411,(0651) 3292566
,,(0657) 6542253,(0657) 2210699
,,9934121926,(0657) 2741776
,,(0651) 2204232,(06524) 221414
,,8804312239,(06542) 253543
,,(0651) 2228529,(06542) 253007
,,7766901414,(06532) 226529
,,(0657) 2298280,(06522) 222253
,,9334633612,(06548) 285805
,,7209090949,(06582) 259748
,,8797843024,(06562) 222456
,,(0651) 2242682,(06561) 218075
,,8292524377,(06523) 220536
,,8877884411,(06523) 220536
,,9631768095,(06434) 248110
,,9470369362,(06534) 252570
,,(0657) 3206539,(06565) 290053
,,9431300622,(06526) 275571
,,9334268226,(06526) 275571
,,9031145035,(06432) 290372
,,9835576889,(06436) 222778
,,(0651) 2273020,(0657) 2745249
,,9308001515,(06435) 228067
,,9431100411,(06549) 230611
,,9835124219,(06549) 230611
,,9835907100,(0651) 2535836
,,9835054624,(0651) 2411221
,,7643828111,(0651) 2410605
,,9470959772,(0657) 2220420
,,9279005019,(0657) 2360715
,,7250975663,(0652) 2292636
,,(0652) 2244147,(0657) 2317365
,,9507037622,(0657) 6503045
,,9507037621,(0657) 6451712
,,(06584) 222221,(0657) 2362819
,,9708039398,(0657) 2142698
,,(06584) 262205,(0651) 2442484
,,(06553) 256623,(0651) 2443016
,,9234302109,(06434) 2309458
,,(06553) 256623,(0657) 2347337
,,(0651) 2506274,(0657) 2428165
,,9334063500,(06549) 220495
,,9887029143,(06549) 220055
,,9887029143,(06587) 238104
,,(0651) 2330949,(06587) 236104
,,9334436045,(0651) 2441019
,,9234051234,(0651) 2441019
,,9431174163,(0651) 2265292
,,(06553) 222107,(0651) 2265323
,,9471543104,(06561) 222336
,,9546760825,(06561) 222336
,,9835738905,(0326) 2772318
,,7856080500,(06553) 236842
,,9304803232,(06553) 236642
,,9334266402,(0651) 2482242
,,9471150000,(0651) 2480224
,,9801994801,(06433) 223561
,,9430303798,(06433) 223561
,,9431180610,(06565) 290004
,,9334111102,(06596) 244224
,,9471110059,(06596) 244224
,,(0651) 2482703,(0651) 2260171
,,9431104710,(0651) 2260726
,,9631088704,(06542) 232682
,,(0651) 6571503,(06542) 231207
,,9470109599,(0326) 2220551
,,8987661077,(0326) 2220551
,,7677725239,(0651) 2444571
,,9102057979,(0651) 2444018
,,9709134644,(03262) 2210705
,,9431144050,(03262) 2210705
,,9430315250,(06542) 253694
,,(0657) 2343048,(06542) 253694
,,9431280468,(0651) 2525601
,,8102233340,(06553) 222311
,,7677084011,(06553) 221115
,,(0657) 2280600,(06423) 242238
,,9431111450,(06423) 242238
,,9661361001,(0657) 2292244
,,9470383290,(0657) 2292288
,,9431735578,(06585) 256488
,,9430374946,(0657) 2426534
,,9431389253,(0326) 2303327
,,9835139191,(0657) 2345784
,,(0657) 2276370,(0326) 2460792
,,9431301925,(0657) 6560320
,,9234601925,(06534) 252903
,,9304274361,(06582) 255294
,,7856095805,(0326) 2245343
,,70044739500,(0657) 2280652
,,9304749550,(0657) 2317328
,,9572850592,(0657) 2317328
,,9430717772,(0651) 2410042
,,9204218199,(0657) 2340757
,,(06434) 231231,(0657) 2286059
,,9334459529,(0657) 2650623
,,8709781711,(0657) 2423983
,,9431090009,(0657) 2432904
,,9430101070,(0657) 2363185
,,9204858999,(06546) 291910
,,7004169247,(06553) 222107
,,9891944017,(0651) 2273354
,,7654731232,(0651) 2273346
,,9955994455,(0657) 2286574
,,9835173112,(0651) 2260408
,,9431124540,(0657) 2730622
,,9470194788,(0657) 2731325
,,9608881888,(0657) 2730951
,,9304489577,(0657) 2730951
,,7250636077,(0657) 2741032
,,7250636077,(0657) 2741029
,,7004827973,(0657) 2318013
,,9771439703,(0657) 2318013
,,9771439707,(0657) 2211372
,,8804643112,(0657) 2346228
,,7677888000,(0657) 2310195
,,7858888000,(0657) 2226774
,,9693888000,(06582) 255295
,,9204384906,(0657) 6645219
,,8092390035,(0651) 2265786
,,9334349321,(0657) 2425628
,,8084018884,(0651) 6066626
,,6201680077,(0651) 2521360
,,7070098753,(0657) 2431799
,,9102990115,(02832) 320361
,,(0651) 2230306,(0657) 2285093
,,9431172302,(0651) 6565004
,,9334410444,(0651) 2260248
,,9431907776,(0651) 2260323
,,9334208731,(0651) 2350885
,,9304137748,(0657) 6060200
,,9631505589,(06532) 223371
,,9304542457,(06532) 224250
,,8709949712,(0657) 2745044
,,7903285134,(06542) 227814
,,9304049664,(06542) 243195
,,9431121122,(0651) 2284134
,,(0326) 2262023,(06562) 222862
,,8987623806,(0657) 2301760
,,9334382331,(0657) 2301760
,,6200814432,(0651) 6571482
,,9835305230,(0651) 2265633
,,8092150893,(0651) 2261702
,,9431155624,(0657) 6540005
,,9798637137,(0657) 2372803
,,9470307392,(06582) 255282
,,9470959772,(06582) 255328
,,7542965113,(0326) 2381643
,,9031346649,(0651) 2206216
,,8002368123,(06542) 279250
,,9304088764,(06542) 276811
,,9641860593,(0651) 2542428
,,7070484247,(0657) 2372153
,,9122502100,(0151) 235741
,,7979913980,(06542) 234275
,,8409056162,(06542) 234275
,,9162974500,(0651) 2281176
,,9708692143,(06558) 292558
,,9470992043,(0651) 2544550
,,9199960739,(0651) 2545489
,,9431507826,(0657) 2372782
,,8709186194,(0651) 2543384
,,6200992505,(0657) 2226745
,,8292922732,(0657) 2226745
,,9334281815,(06542) 232034
,,9955994455,(0651) 6571875
,,9835173112,(0657) 2421744
,,9525193000,(0657) 2305367
,,7004044001,(0326) 2381373
,,9431108448,(0326) 2381372
,,9308463248,(06540) 274377
,,9525193000,(0326) 2245860
,,9431126300,(0326) 2203259
,,(0657) 2288753,(0326) 2204959
,,9204125737,(0651) 6452405
,,9430337503,(0651) 2440707
,,9334638564,(0326) 285449
,,9431144158,(0657) 2291458
,,7718805259,(06582) 255321
,,8051126511,(0657) 2370704
,,8292582299,(0657) 2421413
,,8825362729,(0651) 2532659
,,(0651) 6999444,(0326) 2230713
,,9525115111,(06532) 221271
,,9234266275,(0657) 2268511
,,(06540) 275010,(0657) 2315572
,,9431127027,(0651) 2208260
,,7870644847,(06432) 270263
,,9471761651,(06542) 234098
,,(0653) 422272,(0651) 2265465
,,8294694508,(0657) 2362864
,,(0651) 2541110,(0326) 2473002
,,9835331052,(0657) 2298023
,,7370808180,(0657) 2286811
,,(0651) 2550269,(0657) 2286811
,,8986645307,(0657) 2286912
,,(0326) 3203526,(06542) 2268589
,,9470945398,(06542) 265655
,,(0651) 2230693,(0657) 2650400
,,9470358722,(0651) 2331784
,,90062825633,(0651) 2330996
,,9297779908,(06553) 222091
,,9297779909,(0651) 2331784
,,9234742716,(0651) 2252284
,,9835524491,(0657) 2292723
,,9431170071,(06582) 255320
,,9431353622,(0657) 2745060
,,9835143718,(0657) 2443264
,,9431383057,(0657) 2286677
,,8757674340,(0657) 2284061
,,(0657) 2431799,(0651) 3292566
,,7061385600,(0657) 2210699
,,(06591) 232536,(0657) 2741776
,,7631998022,(06524) 221414
,,7631998023,(06542) 253543
,,(0326) 2396200,(06542) 253007
,,7631998024,(06532) 226529
,,(06549) 242204,(06522) 222253
,,7631998026,(06548) 285805
,,9204851565,(06582) 259748
,,9204851566,(06562) 222456
,,9204851568,(06561) 218075
,,7631998029,(06523) 220536
,,8539993931,(06523) 220536
,,8987392597,(06434) 248110
,,(06542) 233544,(06534) 252570
,,9234300512,(06565) 290053
,,(06542) 233615,(06526) 275571
,,9472729746,(06526) 275571
,,9234302208,(06432) 290372
,,9234302209,(06436) 222778
,,9204794995,(0657) 2745249
,,9204797187,(06435) 228067
,,(0326) 2227039,(06549) 230611
,,(06531) 276372,(06549) 230611
,,9905328578,(0651) 2535836
,,9905328509,(0651) 2411221
,,9939450003,(0651) 2410605
,,9431106310,(0657) 2220420
,,9308303127,(0657) 2360715
,,9934358179,(0652) 2292636
,,9308994437,(0657) 2317365
,,(0657) 290583,(0657) 6503045
,,9204772264,(0657) 6451712
,,9835749300,(0657) 2362819
,,8987588000,(0657) 2142698
,,9006448396,(0651) 2442484
,,8084994139,(0651) 2443016
,,9835161094,(06434) 2309458
,,7545883333,(0657) 2347337
,,6203388680,(0657) 2428165
,,8252446041,(06549) 220495
,,(0651) 2544545,(06549) 220055
,,9470368892,(06587) 238104
,,7644870460,(06587) 236104
,,7352801113,(0651) 2441019
,,9430115888,(0651) 2441019
,,9431360895,(0651) 2265292
,,9304076515,(0651) 2265323
,,(0809) 2051349,(06561) 222336
,,8092051349,(06561) 222336
,,9234686509,(0326) 2772318
,,9431753396,(06553) 236842
,,9308978449,(06553) 236642
,,9234611998,(0651) 2482242
,,9234613034,(0651) 2480224
,,9204559057,(06433) 223561
,,(0657) 2943376,(06433) 223561
,,9334617811,(06565) 290004
,,(0651) 6455443,(06596) 244224
,,9386301502,(06596) 244224
,,8969511302,(0651) 2260171
,,9470928100,(0651) 2260726
,,(0651) 2290889,(06542) 232682
,,9835010057,(06542) 231207
,,9431325455,(0326) 2220551
,,9431581032,(0326) 2220551
,,9304076737,(0651) 2444571
,,9934243743,(0651) 2444018
,,9570146316,(03262) 2210705
,,8102918077,(03262) 2210705
,,9386416554,(06542) 253694
,,9430354215,(06542) 253694
,,9431701212,(0651) 2525601
,,8102918077,(06553) 222311
,,9386416554,(06553) 221115
,,9709742219,(06423) 242238
,,7294857793,(06423) 242238
,,9431058132,(0657) 2292244
,,9835727617,(0657) 2292288
,,9661114252,(06585) 256488
,,8102918073,(0657) 2426534
,,9386416554,(0326) 2303327
,,8092556972,(0657) 2345784
,,8210223826,(0326) 2460792
,,8863888756,(0657) 6560320
,,9631748366,(06534) 252903
,,9631747403,(06582) 255294
,,8228008730,(0326) 2245343
,,8863807777,(0657) 2280652
,,7004809755,(0657) 2317328
,,7004527249,(0657) 2317328
,,9304181259,(0651) 2410042
,,9431155301,(0657) 2231795
,,9386591855,(0651) 3244104
,,9304308468,(0651) 2250168
,,9798855972,(06582) 255313
,,8709732639,(0651) 2273600
,,9955581227,(0657) 2360870
,,(0656) 2290952,(0651) 3294375
,,9308009619,(0651) 2541829
,,8986728899,(06542) 266024
,,9430114499,(06542) 266843
,,9905534659,(06562) 290237
,,(0657) 2430514,(0657) 2296013
,,9835564900,(0657) 2436996
,,(0651) 2247185,(0657) 6548794
,,9835193030,(0657) 2340757
,,9835197060,(0657) 2286059
,,(0651) 3298879,(0657) 2650623
,,9431590923,(0657) 2423983
,,9431389184,(0657) 2432904
,,(0326) 3200743,(0657) 2363185
,,9234190291,(06546) 291910
,,(0657) 6419409,(06553) 222107
,,9234703111,(0651) 2273354
,,8340754629,(0651) 2273346
,,8002458115,(0657) 2286574
,,(0326) 6555512,(0651) 2260408
,,9835928658,(0657) 2730622
,,(0651) 2530555,(0657) 2731325
,,7631076753,(0657) 2730951
,,9122907233,(0657) 2730951
,,9798759886,(0657) 2741032
,,8674911475,(0657) 2741029
,,(0657) 2285405,(0657) 2318013
,,9835111983,(0657) 2318013
,,(06540) 293366,(0657) 2211372
,,9431363121,(0657) 2346228
,,(06540) 293366,(0657) 2310195
,,7079294105,(0657) 2226774
,,(06532) 239235,(06582) 255295
,,9431363121,(0657) 6645219
,,(06532) 239235,(0651) 2265786
,,(06422) 228321,(0657) 2425628
,,9431749979,(0651) 6066626
,,(06433) 290833,(0651) 2521360
,,9471720989,(0657) 2431799
,,9470591222,(02832) 320361
,,9304584749,(0657) 2285093
,,9430005892,(0651) 6565004
,,9939156534,(0651) 2260248
,,9097751658,(0651) 2260323
,,9835176464,(0651) 2350885
,,9279977460,(0657) 6060200
,,6206749880,(06532) 223371
,,8709503779,(06532) 224250
,,7781811771,(0657) 2745044
,,9000423567,(06542) 227814
,,9204855178,(06542) 243195
,,9835417368,(0651) 2284134
,,9525236260,(06562) 222862
,,9771805450,(0657) 2301760
,,9470157355,(0657) 2301760
,,9470135790,(0651) 6571482
,,(06549) 266785,(0651) 2265633
,,9430383163,(0651) 2261702
,,(06549) 266785,(0657) 6540005
,,7903840715,(0657) 2372803
,,9934159125,(06582) 255282
,,(06422) 223998,(06582) 255328
,,9386027831,(0326) 2381643
,,(06422) 223998,(0651) 2206216
,,(06524) 221042,(06542) 279250
,,9431621726,(06542) 276811
,,(06524) 221042,(0651) 2542428
,,(06553) 268808,(0657) 2372153
,,9934928925,(0151) 235741
,,(0657) 6533414,(06542) 234275
,,7280008955,(06542) 234275
,,9431115174,(0651) 2281176
,,9431115173,(06558) 292558
,,9334638192,(0651) 2544550
,,(0657) 6454621,(0651) 2545489
,,9835147852,(0657) 2372782
,,9031339197,(0651) 2543384
,,(0651) 3212111,(0657) 2226745
,,9031610111,(0657) 2226745
,,9431127314,(06542) 232034
,,7979052716,(0651) 6571875
,,7004992932,(0657) 2421744
,,(06542) 253234,(0657) 2305367
,,9334212012,(0326) 2381373
,,9431113940,(0326) 2381372
,,9570220555,(06540) 274377
,,(0657) 6576360,(0326) 2245860
,,7762060097,(0326) 2203259
,,8603339333,(0326) 2204959
,,9234901000,(0651) 6452405
,,8292842402,(0651) 2440707
,,8292842403,(0326) 285449
,,7717745812,(0657) 2291458
,,7091272704,(06582) 255321
,,9905504921,(0657) 2370704
,,9693054001,(0657) 2421413
,,9798149928,(0651) 2532659
,,9031533980,(0326) 2230713
,,9693182594,(06532) 221271
,,9504021120,(0657) 2268511
,,8942959989,(0657) 2315572
,,(0651) 6550180,(0651) 2208260
,,9560499816,(06432) 270263
,,7903146060,(06542) 234098
,,9693225111,(0651) 2265465
,,9431360617,(0657) 2362864
,,7991131880,(0326) 2473002
,,8603337773,(0657) 2298023
,,8826878566,(0657) 2286811
,,7979022506,(0657) 2286811
,,7779872222,(0657) 2286912
,,7004741758,(06542) 2268589
,,9427609900,(06542) 265655
,,(0657) 2954371,(0657) 2650400
,,8271499191,(0651) 2331784
,,(0657) 222000,(0651) 2330996
,,9934977750,(06553) 222091
,,9348053307,(0651) 2331784
,,9937161222,(0651) 2252284
,,9234104478,(0657) 2292723
,,9431927807,(06582) 255320
,,7761988324,(0657) 2745060
,,9955527515,(0657) 2443264
,,8987588000,(0657) 2286677
,,9504901101,(0657) 2284061
,,(0651) 6452109,(0651) 3292566
,,9334057247,(0657) 2210699
,,(0651) 2460908,(0657) 2741776
,,(0651) 6453409,(06524) 221414
,,9431738215,(06542) 253543
,,(0657) 6419369,(06542) 253007
,,9470152821,(06532) 226529
,,9386698401,(06522) 222253
,,8986808986,(06548) 285805
,,(0651) 2243026,(06582) 259748
,,9546273705,(06562) 222456
,,9386698402,(06561) 218075
,,(0651) 2273020,(06523) 220536
,,9204796508,(06523) 220536
,,9431100411,(06434) 248110
,,(0657) 6542253,(06534) 252570
,,9934121926,(06565) 290053
,,(0651) 2204232,(06526) 275571
,,8804312239,(06526) 275571
,,(0651) 2228529,(06432) 290372
,,7766901414,(06436) 222778
,,(0657) 2298280,(0657) 2745249
,,9334633612,(06435) 228067
,,7209090949,(06549) 230611
,,8797843024,(06549) 230611
,,(0651) 2242682,(0651) 2535836
,,8292524377,(0651) 2411221
,,8877884411,(0651) 2410605
,,9631768095,(0657) 2220420
,,9470369362,(0657) 2360715
,,(0657) 3206539,(0652) 2292636
,,9431300622,(0657) 2317365
,,9334268226,(0657) 6503045
,,9031145035,(0657) 6451712
,,9835576889,(0657) 2362819
,,(0651) 2273020,(0657) 2142698
,,9308001515,(0651) 2442484
,,9431100411,(0651) 2443016
,,8434409849,(06434) 2309458
,,7366032474,(0657) 2347337
,,9234437599,(0657) 2428165
,,(06432) 224294,(06549) 220495
,,9234106469,(06549) 220055
,,8797062199,(06587) 238104
,,9934396203,(06587) 236104
,,9931546305,(0651) 2441019
,,(06438) 224085,(0651) 2441019
,,9334735508,(0651) 2265292
,,8210311253,(0651) 2265323
,,(06438) 2301299,(06561) 222336
,,7480048693,(06561) 222336
,,(0651) 6458577,(0326) 2772318
,,9431108964,(06553) 236842
,,(0651) 2451633,(06553) 236642
,,9431391960,(0651) 2482242
,,9430342323,(0651) 2480224
,,9835758598,(06433) 223561
,,9334134995,(06433) 223561
,,9431142152,(06565) 290004
,,9431343484,(06596) 244224
,,9431128015,(06596) 244224
,,9835124219,(0651) 2260171
,,9835907100,(0651) 2260726
,,9835054624,(06542) 232682
,,7643828111,(06542) 231207
,,9470959772,(0326) 2220551
,,9279005019,(0326) 2220551
,,7250975663,(0651) 2444571
,,(0652) 2244147,(0651) 2444018
,,9507037622,(03262) 2210705
,,9507037621,(03262) 2210705
,,(06584) 222221,(06542) 253694
,,9708039398,(06542) 253694
,,(06584) 262205,(0651) 2525601
,,(06553) 256623,(06553) 222311
,,9234302109,(06553) 221115
,,(06553) 256623,(06423) 242238
,,(0651) 2506274,(06423) 242238
,,9334063500,(0657) 2292244
,,9887029143,(0657) 2292288
,,9887029143,(06585) 256488
,,(0651) 2330949,(0657) 2426534
,,9334436045,(0326) 2303327
,,9234051234,(0657) 2345784
,,9431174163,(0326) 2460792
,,(06553) 222107,(0657) 6560320
,,9471543104,(06534) 252903
,,9546760825,(06582) 255294
,,9835738905,(0326) 2245343
,,7856080500,(0657) 2280652
,,9304803232,(0657) 2317328
,,9334266402,(0657) 2317328
,,9471150000,(0651) 2410042
,,9801994801,(0657) 2231795
,,9430303798,(0651) 3244104
,,9431180610,(0651) 2250168
,,9334111102,(06582) 255313
,,9471110059,(0651) 2273600
,,(0651) 2482703,(0657) 2360870
,,9431104710,(0651) 3294375
,,9631088704,(0651) 2541829
,,(0651) 6571503,(06542) 266024
,,9470109599,(06542) 266843
,,8987661077,(06562) 290237
,,7677725239,(0657) 2296013
,,9102057979,(0657) 2436996
,,9709134644,(0657) 6548794
,,9431144050,(0657) 2433057
,,9430315250,(0651) 2814529
,,(0657) 2343048,(0657) 2653242
,,9431280468,(0657) 2464252
,,8102233340,(0657) 2431796
,,7677084011,(06541) 224339
,,(0657) 2280600,(0657) 2650464
,,9431111450,(06434) 223302
,,9661361001,(0657) 2210167
,,9470383290,(0657) 2345782
,,9431735578,(0657) 2340757
,,9430374946,(0657) 2286059
,,9431389253,(0657) 2650623
,,9835139191,(0657) 2423983
,,(0657) 2276370,(0657) 2432904
,,9431301925,(0657) 2363185
,,9234601925,(06546) 291910
,,9304274361,(06553) 222107
,,7856095805,(0651) 2273354
,,70044739500,(0651) 2273346
,,9304749550,(0657) 2286574
,,9572850592,(0651) 2260408
,,9430717772,(0657) 2730622
,,9204218199,(0657) 2731325
,,(06434) 231231,(0657) 2730951
,,9334459529,(0657) 2730951
,,8709781711,(0657) 2741032
,,9431090009,(0657) 2741029
,,9430101070,(0657) 2318013
,,9204858999,(0657) 2318013
,,7004169247,(0657) 2211372
,,9891944017,(0657) 2346228
,,7654731232,(0657) 2310195
,,9955994455,(0657) 2226774
,,9835173112,(06582) 255295
,,9431124540,(0657) 6645219
,,9470194788,(0651) 2265786
,,9608881888,(0657) 2425628
,,9304489577,(0651) 6066626
,,7250636077,(0651) 2521360
,,7250636077,(0657) 2431799
,,7004827973,(02832) 320361
,,9771439703,(0657) 2285093
,,9771439707,(0651) 6565004
,,8804643112,(0651) 2260248
,,7677888000,(0651) 2260323
,,7858888000,(0651) 2350885
,,9693888000,(0657) 6060200
,,9204384906,(06532) 223371
,,8092390035,(06532) 224250
,,9334349321,(0657) 2745044
,,8084018884,(06542) 227814
,,6201680077,(06542) 243195
,,7070098753,(0651) 2284134
,,9102990115,(06562) 222862
,,(0651) 2230306,(0657) 2301760
,,9431172302,(0657) 2301760
,,9334410444,(0651) 6571482
,,9431907776,(0651) 2265633
,,9334208731,(0651) 2261702
,,9304137748,(0657) 6540005
,,9631505589,(0657) 2372803
,,9304542457,(06582) 255282
,,8709949712,(06582) 255328
,,7903285134,(0326) 2381643
,,9304049664,(0651) 2206216
,,9431121122,(06542) 279250
,,(0326) 2262023,(06542) 276811
,,8987623806,(0651) 2542428
,,9334382331,(0657) 2372153
,,6200814432,(0151) 235741
,,9835305230,(06542) 234275
,,8092150893,(06542) 234275
,,9431155624,(0651) 2281176
,,9798637137,(06558) 292558
,,9470307392,(0651) 2544550
,,9470959772,(0651) 2545489
,,7542965113,(0657) 2372782
,,9031346649,(0651) 2543384
,,8002368123,(0657) 2226745
,,9304088764,(0657) 2226745
,,9641860593,(06542) 232034
,,7070484247,(0651) 6571875
,,9122502100,(0657) 2421744
,,7979913980,(0657) 2305367
,,8409056162,(0326) 2381373
,,9162974500,(0326) 2381372
,,9708692143,(06540) 274377
,,9470992043,(0326) 2245860
,,9199960739,(0326) 2203259
,,9431507826,(0326) 2204959
,,8709186194,(0651) 6452405
,,6200992505,(0651) 2440707
,,8292922732,(0326) 285449
,,9334281815,(0657) 2291458
,,9955994455,(06582) 255321
,,9835173112,(0657) 2370704
,,9525193000,(0657) 2421413
,,7004044001,(0651) 2532659
,,9431108448,(0326) 2230713
,,9308463248,(06532) 221271
,,9525193000,(0657) 2268511
,,9431126300,(0657) 2315572
,,(0657) 2288753,(0651) 2208260
,,9204125737,(06432) 270263
,,9430337503,(06542) 234098
,,9334638564,(0651) 2265465
,,9431144158,(0657) 2362864
,,7718805259,(0326) 2473002
,,8051126511,(0657) 2298023
,,8292582299,(0657) 2286811
,,8825362729,(0657) 2286811
,,(0651) 6999444,(0657) 2286912
,,9525115111,(06542) 2268589
,,9234266275,(06542) 265655
,,(06540) 275010,(0657) 2650400
,,9431127027,(0651) 2331784
,,7870644847,(0651) 2330996
,,9471761651,(06553) 222091
,,(0653) 422272,(0651) 2331784
,,8294694508,(0651) 2252284
,,(0651) 2541110,(0657) 2292723
,,9835331052,(06582) 255320
,,7370808180,(0657) 2745060
,,(0651) 2550269,(0657) 2443264
,,8986645307,(0657) 2286677
,,(0326) 3203526,(0657) 2284061
,,9470945398,(0651) 3292566
,,(0651) 2230693,(0657) 2210699
,,9470358722,(0657) 2741776
,,90062825633,(06524) 221414
,,9297779908,(06542) 253543
,,9297779909,(06542) 253007
,,9234742716,(06532) 226529
,,9835524491,(06522) 222253
,,9431170071,(06548) 285805
,,9431353622,(06582) 259748
,,9835143718,(06562) 222456
,,9431383057,(06561) 218075
,,8757674340,(06523) 220536
,,(0657) 2431799,(06523) 220536
,,7061385600,(06434) 248110
,,(06591) 232536,(06534) 252570
,,7631998022,(06565) 290053
,,7631998023,(06526) 275571
,,(0326) 2396200,(06526) 275571
,,7631998024,(06432) 290372
,,(06549) 242204,(06436) 222778
,,7631998026,(0657) 2745249
,,9204851565,(06435) 228067
,,9204851566,(06549) 230611
,,9204851568,(06549) 230611
,,7631998029,(0651) 2535836
,,8539993931,(0651) 2411221
,,8987392597,(0651) 2410605
,,(06542) 233544,(0657) 2220420
,,9234300512,(0657) 2360715
,,(06542) 233615,(0652) 2292636
,,9472729746,(0657) 2317365
,,9234302208,(0657) 6503045
,,9234302209,(0657) 6451712
,,9204794995,(0657) 2362819
,,9204797187,(0657) 2142698
,,(0326) 2227039,(0651) 2442484
,,(06531) 276372,(0651) 2443016
,,9905328578,(06434) 2309458
,,9905328509,(0657) 2347337
,,9939450003,(0657) 2428165
,,9431106310,(06549) 220495
,,9308303127,(06549) 220055
,,9934358179,(06587) 238104
,,9308994437,(06587) 236104
,,(0657) 290583,(0651) 2441019
,,9204772264,(0651) 2441019
,,9835749300,(0651) 2265292
,,8987588000,(0651) 2265323
,,9006448396,(06561) 222336
,,8084994139,(06561) 222336
,,9835161094,(0326) 2772318
,,7545883333,(06553) 236842
,,6203388680,(06553) 236642
,,8252446041,(0651) 2482242
,,(0651) 2544545,(0651) 2480224
,,9470368892,(06433) 223561
,,7644870460,(06433) 223561
,,7352801113,(06565) 290004
,,9430115888,(06596) 244224
,,9431360895,(06596) 244224
,,9304076515,(0651) 2260171
,,(0809) 2051349,(0651) 2260726
,,8092051349,(06542) 232682
,,9234686509,(06542) 231207
,,9431753396,(0326) 2220551
,,9308978449,(0326) 2220551
,,9234611998,(0651) 2444571
,,9234613034,(0651) 2444018
,,9204559057,(03262) 2210705
,,(0657) 2943376,(03262) 2210705
,,9334617811,(06542) 253694
,,(0651) 6455443,(06542) 253694
,,9386301502,(0651) 2525601
,,8969511302,(06553) 222311
,,9470928100,(06553) 221115
,,(0651) 2290889,(06423) 242238
,,9835010057,(06423) 242238
,,9431325455,(0657) 2292244
,,9431581032,(0657) 2292288
,,9304076737,(06585) 256488
,,9934243743,(0657) 2426534
,,9570146316,(0326) 2303327
,,8102918077,(0657) 2345784
,,9386416554,(0326) 2460792
,,9430354215,(0657) 6560320
,,9431701212,(06534) 252903
,,8102918077,(06582) 255294
,,9386416554,(0326) 2245343
,,9709742219,(0657) 2280652
,,7294857793,(0657) 2317328
,,9431058132,(0657) 2317328
,,9835727617,(0651) 2410042
,,9661114252,(0657) 2231795
,,8102918073,(0651) 3244104
,,9386416554,(0651) 2250168
,,8092556972,(06582) 255313
,,8210223826,(0651) 2273600
,,8863888756,(0657) 2360870
,,9631748366,(0651) 3294375
,,9631747403,(0651) 2541829
,,8228008730,(06542) 266024
,,8863807777,(06542) 266843
,,7004809755,(06562) 290237
,,7004527249,(0657) 2296013
,,9304181259,(0657) 2436996
,,9431155301,(0657) 6548794
,,9386591855,(0657) 2433057
,,9304308468,(0651) 2814529
,,9798855972,(0657) 2653242
,,8709732639,(0657) 2464252
,,9955581227,(0657) 2431796
,,(0656) 2290952,(06541) 224339
,,9308009619,(0657) 2650464
,,8986728899,(06434) 223302
,,9430114499,(0657) 2210167
,,9905534659,(0657) 2345782
,,(0657) 2430514,(06553) 286085
,,9835564900,(06544) 261595
,,(0651) 2247185,(0651) 2231060
,,9835193030,(0651) 2408079
,,9835197060,(0657) 2364019
,,(0651) 3298879,(06582) 255296
,,9431590923,(0657) 2423206
,,9431389184,(0326) 2303099
,,(0326) 3200743,(0326) 2301299
,,9234190291,(0657) 2650050
,,(0657) 6419409,(0651) 2542114
,,9234703111,(0657) 2210208
,,8340754629,(0657) 2320700
,,8002458115,(06432) 222413
,,(0326) 6555512,(06432) 222360
,,9835928658,(0651) 2240921
,,(0651) 2530555,(0651) 2208816
,,7631076753,(0657) 2340757
,,9122907233,(0657) 2286059
,,9798759886,(0657) 2650623
,,8674911475,(0657) 2423983
,,(0657) 2285405,(0657) 2432904
,,9835111983,(0657) 2363185
,,(06540) 293366,(06546) 291910
,,9431363121,(06553) 222107
,,(06540) 293366,(0651) 2273354
,,7079294105,(0651) 2273346
,,(06532) 239235,(0657) 2286574
,,9431363121,(0651) 2260408
,,(06532) 239235,(0657) 2730622
,,(06422) 228321,(0657) 2731325
,,9431749979,(0657) 2730951
,,(06433) 290833,(0657) 2730951
